time,iID,jID,tau,correlation
165,2,5,24,0.9774230220726801
165,2,6,20,0.9895471277315312
165,2,7,26,0.9748491585262565
165,2,11,29,0.9684590135772392
165,2,12,21,0.9806394612036227
165,3,10,25,0.7938183263376976
165,4,1,22,0.9723265336623922
165,4,2,31,0.9685933514474032
165,4,5,27,0.9699375766557129
165,4,6,24,0.9733525882069194
165,4,7,30,0.9898054866454179
165,4,11,29,0.9602579546647138
165,4,12,19,0.981697973472047
165,5,1,31,0.9846316583978909
165,5,2,31,0.976792418537242
165,5,4,27,0.9741471935618765
165,5,6,28,0.9904784773522805
165,5,7,26,0.9923393054338057
165,5,11,25,0.9704419377261215
165,5,12,28,0.9918513713912631
165,6,1,25,0.9765762065093514
165,6,2,31,0.9505397051417623
165,6,4,27,0.964442464774306
165,6,5,27,0.9844160502135844
165,6,7,28,0.9806602390104454
165,6,11,29,0.9672201936502841
165,6,12,31,0.9855639155673857
165,7,1,25,0.9780022078735374
165,7,2,31,0.968306376981888
165,7,4,31,0.9858086001170466
165,7,5,28,0.9839129824766883
165,7,6,25,0.9853728321317606
165,7,11,29,0.974243143905928
165,7,12,19,0.9865752511619725
165,8,2,8,0.7287995089434768
165,8,4,1,0.7664330779905268
165,8,11,1,0.7376283221390977
165,10,8,5,0.8495795482142596
165,10,12,2,0.8682204875298739
165,11,1,25,0.9721081720129395
165,11,2,31,0.9600762165870093
165,11,4,28,0.9472315166799218
165,11,5,29,0.9846556629083769
165,11,6,21,0.9762328746657255
165,11,7,24,0.9817291362428368
165,11,12,26,0.9737109146465068
165,12,1,26,0.9854527031858064
165,12,2,31,0.9669798207311825
165,12,4,26,0.9672519187457963
165,12,5,26,0.9903157676491177
165,12,6,30,0.9900784469877515
165,12,7,22,0.9836460476970392
165,12,11,28,0.9804239526779662
166,1,2,31,0.9535980421190705
166,1,4,27,0.9622317189364773
166,1,5,31,0.9846203031865247
166,1,6,28,0.985337239055255
166,1,7,27,0.9840981242475613
166,1,11,26,0.9698766995175608
166,1,12,29,0.9887817129495485
166,2,1,18,0.9588834369524222
166,2,4,27,0.9754205434480115
166,2,5,31,0.9701150824329839
166,2,6,20,0.9890233043241737
166,2,7,29,0.9718371779711509
166,2,11,29,0.9695648428393023
166,2,12,19,0.9734427715959173
166,3,10,26,0.8249847629727786
166,4,1,22,0.9713640476617089
166,4,2,31,0.959942302981394
166,4,5,27,0.9712186871449149
166,4,6,25,0.9749626367728349
166,4,7,30,0.9897520933002285
166,4,11,29,0.9596303638190227
166,4,12,20,0.9779786321206178
166,5,1,31,0.9846203031865247
166,5,2,31,0.9701150824329839
166,5,4,28,0.9711001397190183
166,5,6,28,0.9918905909887233
166,5,7,26,0.9912666170292342
166,5,11,31,0.9716699859617374
166,5,12,28,0.9919500576951579
166,6,1,27,0.9762615934006822
166,6,2,31,0.9485142170552446
166,6,4,28,0.9633310037229409
166,6,5,27,0.9860779399011419
166,6,7,28,0.9809292099255505
166,6,11,29,0.9688195072997698
166,6,12,31,0.9879577430646969
166,7,1,26,0.9751280523255256
166,7,2,31,0.963758607113826
166,7,4,31,0.9867049627711463
166,7,5,28,0.9835529175282401
166,7,6,25,0.9848766144534226
166,7,11,29,0.9736287597746753
166,7,12,20,0.9871558183464687
166,8,2,8,0.756164294878388
166,10,8,5,0.8517291991820545
166,10,12,3,0.8040717941469856
166,11,1,26,0.9707914152606082
166,11,2,31,0.9549739206940373
166,11,4,29,0.9491261199074279
166,11,5,29,0.9852674659125937
166,11,6,21,0.9761378475708324
166,11,7,24,0.9824407805993509
166,11,12,26,0.9735463595652033
166,12,1,31,0.9846557253065674
166,12,2,31,0.9672828637417764
166,12,4,27,0.9667760808559762
166,12,5,27,0.9898856813002626
166,12,6,30,0.9917297295120976
166,12,7,27,0.9832492814157279
166,12,11,28,0.9793187332159211
167,1,2,31,0.9354596503329097
167,1,4,29,0.9606970558147152
167,1,5,31,0.9819251695171981
167,1,6,28,0.9836234090112461
167,1,7,27,0.98162985201365
167,1,11,27,0.9689423969773072
167,1,12,30,0.9869743558752203
167,2,1,18,0.9587612443294569
167,2,4,27,0.9739139854730139
167,2,5,30,0.9442959798432856
167,2,6,20,0.9825238012001485
167,2,7,23,0.9672904341343308
167,2,11,28,0.9611073741382211
167,2,12,19,0.9724089702172899
167,3,10,27,0.851254649053768
167,4,1,23,0.9681987703890471
167,4,2,31,0.928266876675477
167,4,5,27,0.9756669104706136
167,4,6,25,0.9773263478454314
167,4,7,30,0.9902762958358754
167,4,11,29,0.9608428904148018
167,4,12,21,0.9744774533698868
167,5,1,31,0.9819251695171981
167,5,2,31,0.940914413759073
167,5,4,29,0.9679253060143715
167,5,6,28,0.9931594695396951
167,5,7,26,0.990415244540622
167,5,11,31,0.9736831514969004
167,5,12,28,0.9920865260582519
167,6,1,28,0.9762400616279547
167,6,2,31,0.9294373114754215
167,6,4,29,0.9596782824087459
167,6,5,27,0.9851526229555644
167,6,7,28,0.981573353938081
167,6,11,30,0.9695452715121579
167,6,12,31,0.9921656147421758
167,7,1,25,0.9715443561655719
167,7,2,31,0.941708898541192
167,7,4,31,0.9882934784055015
167,7,5,28,0.9830327609676056
167,7,6,26,0.9842354345857655
167,7,11,30,0.9726749712976409
167,7,12,20,0.9857181489369788
167,8,2,8,0.7492879191145169
167,10,8,5,0.8428947079477231
167,10,12,3,0.7284743795693865
167,11,1,25,0.9670931934482103
167,11,2,31,0.9340966214861526
167,11,4,31,0.9524428882617674
167,11,5,29,0.9849007165392744
167,11,6,21,0.9766945706886916
167,11,7,24,0.9816466234832918
167,11,12,21,0.972830668665658
167,12,1,31,0.9847317628931658
167,12,2,31,0.946644477309137
167,12,4,29,0.9692960301422812
167,12,5,27,0.9904296359867717
167,12,6,31,0.9921656147421758
167,12,7,28,0.9877360909024705
167,12,11,28,0.978962941789901
168,1,2,31,0.8895748496203202
168,1,4,29,0.9644247513217181
168,1,5,31,0.9798368656088864
168,1,6,29,0.9813735109844653
168,1,7,28,0.9755955085564244
168,1,11,27,0.9671890944418076
168,1,12,30,0.9858986242386517
168,2,1,18,0.9549085719339455
168,2,4,27,0.9634079637608302
168,2,5,30,0.8853623667978988
168,2,6,19,0.9802550864197677
168,2,7,23,0.9698010061067046
168,2,11,25,0.9481003357546628
168,2,12,19,0.9681884131194745
168,3,10,27,0.8725178945153365
168,4,1,24,0.9655316581729646
168,4,2,31,0.8706776906561622
168,4,5,28,0.9770385106936511
168,4,6,25,0.978765522464612
168,4,7,30,0.9903888296969802
168,4,11,29,0.9686808684377999
168,4,12,22,0.9741104359998451
168,5,1,30,0.979867607917566
168,5,2,31,0.8796597794761593
168,5,4,30,0.96590810323953
168,5,6,28,0.9940463459127383
168,5,7,26,0.9901612761711963
168,5,11,31,0.9742830389116758
168,5,12,28,0.9919701315395288
168,6,1,28,0.9770853343295588
168,6,2,31,0.8729934117833169
168,6,4,30,0.9584475468779995
168,6,5,28,0.9820238944459794
168,6,7,29,0.98076471199773
168,6,11,30,0.9696739321452583
168,6,12,31,0.9920706174063816
168,7,1,25,0.9709966179707841
168,7,2,31,0.884749398646447
168,7,4,31,0.9897820885947597
168,7,5,29,0.9835663683547116
168,7,6,26,0.9817214061762258
168,7,11,30,0.972854957628519
168,7,12,21,0.983791199210386
168,8,2,9,0.7642131082458182
168,8,4,19,0.7066491330060986
168,10,8,5,0.8292464150787056
168,11,1,25,0.9648026617361102
168,11,2,31,0.8834043645148025
168,11,4,31,0.9565246189043761
168,11,5,29,0.9838154934641934
168,11,6,21,0.9756141608127564
168,11,7,25,0.9743797322038616
168,11,12,21,0.9741249557663626
168,12,1,31,0.9834214243654488
168,12,2,31,0.8888747767093343
168,12,4,30,0.9719428610025537
168,12,5,27,0.9860131157451348
168,12,6,30,0.9926929846369097
168,12,7,29,0.9890529388099034
168,12,11,29,0.9772708565916288
169,1,2,31,0.8117372931101783
169,1,4,30,0.9627264316753534
169,1,5,31,0.979278426647939
169,1,6,29,0.9810131083979533
169,1,7,26,0.9742714993505838
169,1,11,28,0.9642494282823751
169,1,12,30,0.9860027202937264
169,2,1,18,0.9460118449991545
169,2,4,26,0.9606775098279379
169,2,5,30,0.7999269228618311
169,2,6,19,0.9810900570778162
169,2,7,23,0.9697293579322027
169,2,11,25,0.9485332826293361
169,2,12,18,0.9630422128687043
169,3,10,28,0.9044799349614406
169,4,1,25,0.9569787568734779
169,4,2,31,0.7992271419907947
169,4,5,29,0.971991000149101
169,4,6,24,0.9774956436745157
169,4,7,31,0.9885872795542425
169,4,11,29,0.9780705233092396
169,4,12,22,0.9762533834244018
169,5,1,30,0.9799165836545412
169,5,2,31,0.7954982146466174
169,5,4,31,0.9663100870910624
169,5,6,28,0.9929279923943852
169,5,7,26,0.9893029148898724
169,5,11,31,0.9734933418587727
169,5,12,28,0.9918745429470138
169,6,1,29,0.9802027477296124
169,6,2,31,0.7920900814102471
169,6,4,31,0.9625855396290296
169,6,5,28,0.9807034649188221
169,6,7,29,0.9819053647782261
169,6,11,30,0.968998347176922
169,6,12,31,0.9923561196836876
169,7,1,25,0.9692941646345155
169,7,2,31,0.8025660996111296
169,7,4,31,0.9885872795542425
169,7,5,29,0.9859754698533287
169,7,6,26,0.9819866186465073
169,7,11,30,0.9781509102569056
169,7,12,25,0.9839190868342966
169,8,2,9,0.748494598449699
169,8,4,19,0.7696156839058157
169,8,6,10,0.7577534728097268
169,8,7,15,0.7202083855142577
169,8,11,18,0.7173868033834407
169,8,12,9,0.7308089464619705
169,10,8,5,0.8244569680858765
169,11,1,25,0.959549828644546
169,11,2,31,0.8085352057177896
169,11,4,31,0.9638443472730861
169,11,5,30,0.9817036487334401
169,11,6,22,0.9756552301756206
169,11,7,31,0.9732830163540936
169,11,12,27,0.9722530447299421
169,12,1,31,0.9843499881983604
169,12,2,31,0.8068619901779017
169,12,4,31,0.9719447729115875
169,12,5,28,0.983268080090465
169,12,6,30,0.9931294484418738
169,12,7,29,0.987616522010432
169,12,11,29,0.9750719558733204
170,1,2,31,0.7183732698716461
170,1,4,30,0.9509540258617885
170,1,5,31,0.9791198593649025
170,1,6,29,0.9800969507175933
170,1,7,27,0.9726600305799578
170,1,11,29,0.9508274078947212
170,1,12,30,0.9862169971084094
170,2,1,17,0.9346188940305311
170,2,4,26,0.9605328735665344
170,2,5,24,0.7760225735060121
170,2,6,19,0.9802827267758584
170,2,7,23,0.9675985998184731
170,2,11,25,0.9477432911787373
170,2,12,18,0.9596371946025842
170,3,10,28,0.9134611890095482
170,4,1,21,0.9552985261305448
170,4,2,31,0.7231511249391337
170,4,5,31,0.962460158096977
170,4,6,23,0.9784889978448497
170,4,7,31,0.9772803830444012
170,4,11,30,0.9831752603212246
170,4,12,22,0.9768475253588575
170,5,1,31,0.9791198593649025
170,5,2,31,0.7017635332105413
170,5,4,31,0.962460158096977
170,5,6,28,0.9919275065801639
170,5,7,27,0.9828897124450604
170,5,11,31,0.9706805319653524
170,5,12,28,0.9922486463017292
170,6,1,30,0.9786258115561142
170,6,2,31,0.7006505860656181
170,6,4,31,0.9626083102267392
170,6,5,29,0.9735731418273443
170,6,7,29,0.9810811373885124
170,6,11,30,0.9651677674281636
170,6,12,31,0.9927828756030799
170,7,1,30,0.9671876939469783
170,7,2,31,0.7121617776400829
170,7,4,31,0.9772803830444012
170,7,5,30,0.988816128732171
170,7,6,27,0.9851858390474088
170,7,11,30,0.9790362107738027
170,7,12,26,0.9855899694715882
170,8,2,9,0.7188466373789656
170,8,4,19,0.8186803506078852
170,8,6,11,0.8213310594501001
170,8,7,15,0.7741848185351019
170,8,11,19,0.7546991873568992
170,8,12,8,0.7830897141508647
170,10,8,5,0.811583153145939
170,11,1,26,0.9511348200735599
170,11,2,31,0.7246830424885092
170,11,4,31,0.9711077470044309
170,11,5,30,0.9755282576860316
170,11,6,23,0.9711499925289492
170,11,7,31,0.9779543729777339
170,11,12,27,0.9706844473493975
170,12,1,31,0.9849495075314091
170,12,2,31,0.7146368711911555
170,12,4,31,0.9685209718917493
170,12,5,31,0.9809629698118243
170,12,6,30,0.9932809755207063
170,12,7,29,0.9859068642394184
170,12,11,29,0.9674476197399561
171,1,4,31,0.9345491840603725
171,1,5,31,0.9782648252229662
171,1,6,30,0.9803727813716986
171,1,7,29,0.9711492399245307
171,1,11,31,0.9406995182521595
171,1,12,31,0.9861410498309223
171,2,1,18,0.9132054228050247
171,2,4,26,0.9606434584315823
171,2,5,25,0.7628855079912465
171,2,6,19,0.979728673924063
171,2,7,23,0.9659389004867999
171,2,11,25,0.9472071267960696
171,2,12,18,0.9527740858049389
171,3,10,28,0.9131564283448116
171,4,1,22,0.9484716736235008
171,4,5,31,0.9429061344846507
171,4,6,23,0.9757752929759901
171,4,7,27,0.9685908371218248
171,4,11,30,0.9832904540234664
171,4,12,23,0.9721585695617864
171,5,1,31,0.9782648252229662
171,5,4,31,0.9429061344846507
171,5,6,28,0.9927509043582161
171,5,7,31,0.984413224465558
171,5,11,31,0.9618752578357139
171,5,12,28,0.9910779998975682
171,6,1,31,0.9795249012609345
171,6,4,31,0.9503730971950637
171,6,5,31,0.9737319188487008
171,6,7,29,0.9821610640087355
171,6,11,31,0.959013279189221
171,6,12,31,0.9936309670573402
171,7,1,31,0.96864871371605
171,7,4,31,0.9513660923985102
171,7,5,30,0.9910793270385942
171,7,6,27,0.986232553399525
171,7,11,31,0.9724098128489816
171,7,12,26,0.9844769332269896
171,8,4,19,0.8483868590982233
171,8,6,11,0.8694462255495432
171,8,7,15,0.8146388781604704
171,8,10,11,0.7066111682870682
171,8,11,19,0.7947609246116647
171,8,12,8,0.8396677491654377
171,10,8,5,0.7245755712398518
171,11,1,31,0.9406995182521595
171,11,4,31,0.9730605340092927
171,11,5,31,0.9618752578357139
171,11,6,24,0.9653657757584646
171,11,7,31,0.9724098128489816
171,11,12,28,0.967720799657795
171,12,1,31,0.9861410498309223
171,12,4,31,0.9545846285069117
171,12,5,31,0.9807917167935846
171,12,6,31,0.9936309670573402
171,12,7,29,0.9854682761487579
171,12,11,31,0.958615485454754
172,1,4,31,0.8874882437126297
172,1,5,31,0.9777683608740055
172,1,6,31,0.9780087358261008
172,1,7,31,0.9701114758027284
172,1,11,31,0.9183562470263205
172,1,12,27,0.9831387067736864
172,2,1,18,0.8707170519649542
172,2,4,26,0.9592532786952388
172,2,5,25,0.7308073575535327
172,2,6,19,0.9776865075913667
172,2,7,22,0.9600874284947493
172,2,11,25,0.9479069136379132
172,2,12,18,0.9359940756849289
172,3,10,28,0.9117196243337298
172,4,1,22,0.9467115538854953
172,4,5,31,0.8949374278329946
172,4,6,24,0.9751212300596682
172,4,7,27,0.9655431270855818
172,4,11,30,0.9823464315447723
172,4,12,23,0.9709764948199238
172,5,1,31,0.9777683608740055
172,5,4,31,0.8949374278329946
172,5,6,29,0.9907006673083316
172,5,7,31,0.9859250048208599
172,5,11,31,0.9402045795893866
172,5,12,28,0.9887159994123456
172,6,1,31,0.9780087358261008
172,6,4,31,0.9143356879565336
172,6,5,31,0.9733419246773852
172,6,7,30,0.9807829455816569
172,6,11,31,0.9453047521279158
172,6,12,31,0.9925991306486078
172,7,1,31,0.9701114758027284
172,7,4,31,0.9104425279374804
172,7,5,31,0.9859250048208599
172,7,6,28,0.9849717532184614
172,7,11,31,0.9554656353265167
172,7,12,27,0.9843790686012994
172,8,4,19,0.8578851680944565
172,8,6,11,0.8925649285154975
172,8,7,15,0.8411359118387884
172,8,10,11,0.7737867172354584
172,8,11,19,0.8129306265862329
172,8,12,8,0.8782367702087187
172,11,1,31,0.9183562470263205
172,11,4,31,0.96649970535172
172,11,5,31,0.9402045795893866
172,11,6,24,0.9593267481571295
172,11,7,31,0.9554656353265167
172,11,12,24,0.9634904116603765
172,12,1,31,0.9797697900407094
172,12,4,31,0.9264798608623738
172,12,5,31,0.9760336156114597
172,12,6,31,0.9925991306486078
172,12,7,29,0.983775657777062
172,12,11,31,0.9509313149763465
173,1,4,31,0.8170203999949635
173,1,5,31,0.9655805456954715
173,1,6,29,0.9742176601899606
173,1,7,31,0.9676812446423246
173,1,11,31,0.8848827698274565
173,1,12,27,0.979365742206105
173,2,1,17,0.8035597028441075
173,2,4,26,0.9536027457793591
173,2,6,19,0.9589850603931117
173,2,7,22,0.9475264674067087
173,2,11,25,0.949576452295146
173,2,12,18,0.9006651288815516
173,3,10,28,0.9067075721540466
173,4,1,22,0.9472734097040645
173,4,5,31,0.804639695743087
173,4,6,24,0.9744087109117894
173,4,7,27,0.9613412152731601
173,4,11,30,0.9827743521396497
173,4,12,23,0.9711099472283315
173,5,1,27,0.9683809176125907
173,5,4,31,0.804639695743087
173,5,6,29,0.9770068570435836
173,5,7,31,0.9714250674917915
173,5,11,31,0.879848683293088
173,5,12,28,0.9773753082955088
173,6,1,29,0.9740964610045714
173,6,4,31,0.8477969950779608
173,6,5,31,0.9627151210808995
173,6,7,31,0.977180324024899
173,6,11,31,0.9178657878235028
173,6,12,31,0.9902784252442854
173,7,1,31,0.9676812446423246
173,7,4,31,0.8472597143772307
173,7,5,31,0.9714250674917915
173,7,6,28,0.9845092979046038
173,7,11,31,0.9305909384652037
173,7,12,27,0.984440755221995
173,8,4,19,0.8568009397757043
173,8,6,11,0.8911038199127178
173,8,7,15,0.8507336534991529
173,8,10,12,0.7925380735334234
173,8,11,19,0.8168513266036276
173,8,12,8,0.8925381183482015
173,11,1,23,0.9125525205656243
173,11,4,31,0.9528943464823781
173,11,5,31,0.879848683293088
173,11,6,25,0.958348276235556
173,11,7,29,0.9456385953506448
173,11,12,24,0.9602724512667936
173,12,1,31,0.970876667045626
173,12,4,31,0.8743919989531586
173,12,5,31,0.9539419923486001
173,12,6,31,0.9902784252442854
173,12,7,30,0.9806845240596227
173,12,11,31,0.9356027603126987
174,1,4,31,0.7371409985012427
174,1,5,31,0.9141714251128157
174,1,6,30,0.97239048384337
174,1,7,31,0.9638455840057981
174,1,11,31,0.8311606883091746
174,1,12,28,0.977329152675784
174,2,1,17,0.7276284818962127
174,2,4,26,0.9430614768608265
174,2,6,19,0.9177917792497342
174,2,7,22,0.9242822391345946
174,2,11,25,0.9469712059809451
174,2,12,18,0.8426138937789757
174,3,10,28,0.8589690849485346
174,4,1,22,0.9475184573722404
174,4,5,30,0.730390505677528
174,4,6,24,0.9748480978764908
174,4,7,27,0.9598214240526617
174,4,11,30,0.9831102312606513
174,4,12,23,0.9730159352174775
174,5,1,28,0.9389288242966888
174,5,4,31,0.7295571858182748
174,5,6,30,0.9268497163957231
174,5,7,31,0.9083254137649087
174,5,11,31,0.7874765267771405
174,5,12,29,0.9265276692606905
174,6,1,30,0.9761069093196569
174,6,4,31,0.7628030776748377
174,6,5,31,0.9238741638987842
174,6,7,31,0.9724618277555381
174,6,11,31,0.8564998105186084
174,6,12,31,0.9883171329217108
174,7,1,31,0.9638455840057981
174,7,4,31,0.7759257206400441
174,7,5,31,0.9083254137649087
174,7,6,28,0.9853059039245373
174,7,11,31,0.8897785875149066
174,7,12,27,0.9850262435684953
174,8,4,19,0.852083918852272
174,8,6,11,0.8803156405413177
174,8,7,15,0.8375236530106378
174,8,10,12,0.8009158282486172
174,8,11,19,0.8127244884276431
174,8,12,8,0.8932759972326862
174,11,1,23,0.911632220902575
174,11,4,31,0.945829583849383
174,11,5,31,0.7874765267771405
174,11,6,25,0.9580872985692428
174,11,7,29,0.9475369474984061
174,11,12,24,0.9591340859323245
174,12,1,31,0.9695756524428222
174,12,4,31,0.796735493197662
174,12,5,31,0.8996302992838465
174,12,6,30,0.9884119385294506
174,12,7,31,0.9764347878478654
174,12,11,31,0.8860231812012893
175,1,5,31,0.8379333030529666
175,1,6,31,0.9705981848167534
175,1,7,31,0.9371191895636299
175,1,11,31,0.740656087355759
175,1,12,30,0.9679898010213667
175,2,4,26,0.9336576898577085
175,2,5,4,0.7303116471349803
175,2,6,19,0.8574193065708007
175,2,7,22,0.8936201367871357
175,2,11,25,0.9407838983636723
175,2,12,18,0.7682202794118835
175,3,10,29,0.7742249865249816
175,4,1,22,0.9413625418218255
175,4,5,29,0.7284548343179376
175,4,6,24,0.9752448960403829
175,4,7,27,0.9602629292506345
175,4,11,30,0.9814683529970903
175,4,12,23,0.9735533842106043
175,5,1,29,0.8654803931415943
175,5,3,5,0.7216771333482728
175,5,4,31,0.708899413779868
175,5,6,31,0.8435432038187947
175,5,7,31,0.8166465303562676
175,5,11,31,0.7560904860174367
175,5,12,29,0.8403221754554225
175,6,1,30,0.971467367080641
175,6,5,31,0.8435432038187947
175,6,7,31,0.953520227970024
175,6,11,31,0.7686351360319903
175,6,12,31,0.9883859709022531
175,7,1,26,0.9595938982156408
175,7,4,31,0.7116879226216388
175,7,5,31,0.8166465303562676
175,7,6,28,0.9864695579312832
175,7,11,31,0.8386946409428662
175,7,12,27,0.9868104902505996
175,8,2,11,0.7064554929602638
175,8,4,19,0.8451545261587138
175,8,6,12,0.86226199600588
175,8,7,15,0.8122918807969296
175,8,10,12,0.7931779168615571
175,8,11,19,0.8061339166462489
175,8,12,8,0.8913145940986689
175,11,1,23,0.9091754524709122
175,11,4,31,0.9456919939691852
175,11,5,31,0.7560904860174367
175,11,6,25,0.9578732422584056
175,11,7,29,0.9461483738665716
175,11,12,24,0.9558581369112937
175,12,1,31,0.9668821775834153
175,12,4,31,0.7044653373261391
175,12,5,31,0.8181411181500102
175,12,6,31,0.9883859709022531
175,12,7,31,0.9581577481684634
175,12,11,31,0.7989166706245105
176,1,5,31,0.7525897413748254
176,1,6,31,0.959609027367675
176,1,7,31,0.8611807708557787
176,1,12,31,0.9625453116951549
176,2,4,26,0.9269709709715416
176,2,5,4,0.7562702874010017
176,2,6,18,0.8026649306212292
176,2,7,22,0.874013919025491
176,2,10,17,0.709241777303932
176,2,11,25,0.9396826562056534
176,4,1,22,0.9204283589645188
176,4,5,30,0.7246407002757997
176,4,6,24,0.9760726677495675
176,4,7,27,0.9621812544025454
176,4,11,30,0.9785523027456281
176,4,12,23,0.9711910277720054
176,5,1,29,0.7747536677765249
176,5,3,5,0.7780714005150444
176,5,4,31,0.7100147539697618
176,5,6,26,0.7562219240829473
176,5,7,30,0.7781235246830469
176,5,11,31,0.7563864543589587
176,5,12,28,0.749740233086674
176,6,1,29,0.9657474701192412
176,6,5,31,0.7502887337262845
176,6,7,31,0.9066957325646798
176,6,12,31,0.986900754282033
176,7,1,26,0.9608043241704517
176,7,5,31,0.7722356437011113
176,7,6,28,0.9822651521736491
176,7,11,31,0.8002836087826437
176,7,12,27,0.9863712860429421
176,8,2,11,0.7245323993092477
176,8,4,20,0.8446099376044252
176,8,6,12,0.8618589132180536
176,8,7,15,0.8087609888627705
176,8,10,12,0.7981132176119521
176,8,11,19,0.8040024579446966
176,8,12,8,0.8847978170194989
176,11,1,23,0.8960422154855289
176,11,4,31,0.9454753188975402
176,11,5,31,0.7563864543589587
176,11,6,25,0.9547866218093473
176,11,7,29,0.9414283708091334
176,11,12,24,0.9483685642762019
176,12,1,31,0.9625453116951549
176,12,5,31,0.7259851278279474
176,12,6,31,0.986900754282033
176,12,7,31,0.8998756201574687
176,12,11,31,0.7055258731417249
177,1,6,31,0.9406974357912651
177,1,7,31,0.7703000009447385
177,1,12,31,0.9529542916335054
177,2,4,26,0.92442175456454
177,2,5,4,0.7600576215455325
177,2,6,18,0.7901551756000668
177,2,7,22,0.8674174701481951
177,2,10,18,0.7873863379430209
177,2,11,25,0.9420976923629115
177,4,1,22,0.885738526497131
177,4,5,30,0.7038841427731415
177,4,6,24,0.9773153374521487
177,4,7,27,0.9630828929283497
177,4,11,30,0.9747967045487578
177,4,12,23,0.9623537297401143
177,5,1,26,0.7336494913346348
177,5,3,6,0.7998480937193736
177,5,4,31,0.701152142042544
177,5,6,26,0.7562911779626984
177,5,7,30,0.7781246188952348
177,5,11,31,0.7455245930875437
177,5,12,26,0.7396766234528596
177,6,1,29,0.9650464106183113
177,6,7,31,0.842748864395997
177,6,12,30,0.9853735741233695
177,7,1,26,0.9601017143323366
177,7,5,31,0.7677746945819601
177,7,6,28,0.9787827766765335
177,7,11,31,0.7708897862159936
177,7,12,27,0.9851529625039364
177,8,2,11,0.7538291123865629
177,8,4,20,0.8561559064214739
177,8,6,12,0.872526012074023
177,8,7,16,0.8231320103132441
177,8,10,12,0.8299204085851593
177,8,11,19,0.8067985782589124
177,8,12,8,0.8629852841278479
177,11,1,23,0.8595721632361837
177,11,4,31,0.9454142037117453
177,11,5,31,0.7455245930875437
177,11,6,25,0.9516418684805369
177,11,7,29,0.9346856135096896
177,11,12,24,0.9358779508615339
177,12,1,30,0.9538073240082929
177,12,6,31,0.985199189840282
177,12,7,31,0.8263328523494982
178,1,6,31,0.9248437339102861
178,1,12,31,0.9435765411561928
178,2,4,26,0.9255367542433612
178,2,5,4,0.7585260627585261
178,2,6,18,0.7830566191790839
178,2,7,21,0.8657724144654073
178,2,10,18,0.8600279071199014
178,2,11,25,0.9431759610284179
178,4,1,22,0.849743209004468
178,4,6,24,0.9737081884506534
178,4,7,27,0.9628093672834133
178,4,11,30,0.9710991547851632
178,4,12,23,0.9479671701548659
178,5,1,26,0.7329562250397753
178,5,3,6,0.8009305447944379
178,5,6,26,0.7476900908407448
178,5,7,30,0.7743041854137535
178,5,11,31,0.7073347681274169
178,5,12,26,0.7404657796954064
178,6,1,29,0.9628486197625851
178,6,7,31,0.7770918463197057
178,6,12,31,0.9842521748475169
178,7,1,26,0.9562718811967447
178,7,5,31,0.7658741814357717
178,7,6,28,0.977898955275378
178,7,11,31,0.7414182578575403
178,7,12,27,0.9837901392720051
178,8,2,11,0.7884836378878886
178,8,4,20,0.8776073900267696
178,8,6,12,0.8904013210389514
178,8,7,16,0.8516839057593137
178,8,10,12,0.8688235481335695
178,8,11,19,0.8165593138777741
178,8,12,7,0.8512936001922957
178,11,1,23,0.805407616075599
178,11,4,31,0.9466268138539897
178,11,5,31,0.7073347681274169
178,11,6,25,0.9468097909685836
178,11,7,28,0.9246972634858058
178,11,12,24,0.9126708136863703
178,12,1,30,0.95175644731001
178,12,6,31,0.9842521748475169
178,12,7,31,0.7520606686373924
179,1,6,31,0.9068340682791677
179,1,12,31,0.9336792758079688
179,2,4,26,0.9224537399017824
179,2,5,4,0.7549464388695778
179,2,6,17,0.7743100685236499
179,2,7,21,0.8646440572025105
179,2,10,18,0.8725116809438512
179,2,11,25,0.94161792572351
179,3,1,7,0.7276512664580592
179,4,1,22,0.8028338564547216
179,4,5,9,0.7456053830413827
179,4,6,24,0.961295935832434
179,4,7,27,0.9605607479739054
179,4,10,1,0.7044954922788511
179,4,11,30,0.9692020317345967
179,4,12,23,0.9216233300183112
179,5,1,26,0.73289914687752
179,5,3,6,0.7903589758157066
179,5,6,26,0.7271957291925758
179,5,7,30,0.7587095794804644
179,5,12,26,0.736156019115728
179,6,1,29,0.9602634226653648
179,6,7,31,0.7225562908499378
179,6,12,31,0.982931546395031
179,7,1,26,0.9465711212108181
179,7,5,31,0.7559358426374034
179,7,6,28,0.9785404925598821
179,7,11,31,0.7105786655789782
179,7,12,27,0.9818067200154501
179,8,2,11,0.8090605111993205
179,8,4,20,0.8961916452626187
179,8,6,12,0.9045810810341424
179,8,7,16,0.8811554452432641
179,8,10,12,0.8917715533117716
179,8,11,19,0.826297973202101
179,8,12,7,0.8582911505426674
179,11,1,23,0.7498522655904887
179,11,4,31,0.9468057097620248
179,11,6,25,0.9324122720552436
179,11,7,28,0.9172330301922003
179,11,12,24,0.880854950443162
179,12,1,30,0.9514593547095658
179,12,6,31,0.982931546395031
180,1,6,31,0.8860386718436598
180,1,12,31,0.9257374792369025
180,2,4,25,0.9056528607746253
180,2,5,4,0.7497575806574316
180,2,6,17,0.7710429403205415
180,2,7,21,0.8626798087891947
180,2,10,18,0.8592027890264914
